customer_id,revenue,most_recent_visit,number_of_orders,recency_days
31964,826,8/13/2006,9,141
27193,757,4/24/2006,9,252
13957,1018,7/28/2006,8,157
5459,892,10/19/2006,11,74
7791,867,5/26/2006,8,220
12666,1278,10/7/2006,10,86
28154,1044,9/24/2006,12,99
33287,306,1/16/2006,5,350
7713,1616,9/1/2006,15,122
10179,610,7/31/2006,7,154
36234,495,12/17/2005,8,380
27669,796,3/28/2006,10,279
21464,919,6/5/2006,8,210
39771,894,10/30/2005,6,428
26725,1299,10/19/2006,11,74
20184,685,6/12/2006,8,203
29424,934,7/15/2006,10,170
23027,1032,8/29/2006,10,125
33518,908,4/1/2006,10,275
36277,1378,10/25/2006,16,68
4087,807,2/16/2006,7,319
12701,644,10/22/2006,9,71
31000,284,9/21/2005,3,467
37212,997,10/31/2006,9,62
2565,703,12/6/2006,7,26
32680,804,9/8/2006,9,115
8760,772,10/11/2005,6,447
27260,427,10/8/2006,11,85
68,831,11/10/2006,10,52
21677,1182,12/9/2006,11,23
15704,728,10/4/2006,5,89
23912,1330,5/27/2006,13,219
25469,962,9/5/2006,12,118
34256,1425,11/4/2006,16,58
31225,1303,10/27/2006,12,66
8975,976,11/16/2006,13,46
16289,782,9/10/2006,7,113
20925,480,5/24/2006,6,222
7288,650,10/8/2006,5,85
23065,1139,7/25/2006,11,160
2816,992,10/21/2006,10,72
14436,1030,2/8/2006,6,327
34071,711,12/20/2006,11,12
18861,1017,7/5/2006,13,180
4289,270,10/4/2005,3,454
23095,1220,2/13/2006,13,322
26482,681,2/8/2006,9,327
25841,782,6/24/2006,10,191
7551,766,8/5/2005,8,514
15184,1236,8/6/2006,13,148
5849,1669,7/11/2006,18,174
22323,741,9/6/2006,8,117
35059,1361,3/31/2006,14,276
38984,969,2/5/2006,12,330
14967,969,6/28/2006,12,187
2755,748,6/18/2006,7,197
4303,634,8/27/2006,8,127
27323,1396,10/27/2006,16,66
21527,666,10/16/2006,6,77
17103,1366,9/1/2006,14,122
6089,1307,5/20/2006,13,226
27273,1427,12/6/2006,11,26
27592,1234,11/18/2006,11,44
39790,370,10/16/2006,6,77
29888,1028,12/18/2006,11,14
3272,649,9/28/2006,10,95
29525,927,8/17/2006,9,137
26726,836,8/5/2006,7,149
29732,874,7/12/2006,9,173
21759,466,7/1/2006,7,184
4620,329,2/20/2006,4,315
35620,633,10/19/2006,7,74
33136,1022,7/3/2006,10,182
29847,486,9/15/2006,4,108
38726,865,8/29/2006,8,125
26178,983,7/9/2006,7,176
18174,710,2/26/2006,6,309
8995,1249,11/11/2006,12,51
29704,1804,9/17/2006,17,106
14376,701,7/23/2006,6,162
31782,1107,9/23/2006,12,100
19949,818,11/26/2006,7,36
34316,905,9/17/2006,10,106
14708,1062,7/10/2006,13,175
5543,553,7/21/2006,7,164
25550,959,7/28/2006,10,157
9162,1162,6/8/2006,13,207
36373,609,9/1/2005,6,487
2691,512,9/4/2006,5,119
28742,1244,10/24/2006,12,69
39749,895,5/22/2006,11,224
34923,1164,2/7/2006,10,328
8387,1042,8/1/2006,12,153
15,631,11/17/2005,8,410
22577,1473,6/9/2006,14,206
39730,1564,7/5/2006,13,180
3234,860,9/16/2006,8,107
31485,1016,1/19/2006,8,347
38114,941,8/13/2006,11,141
15418,1736,8/25/2006,17,129
25791,640,5/9/2006,7,237
33187,1416,10/1/2006,12,92
1960,660,6/4/2006,8,211
4356,474,8/26/2005,5,493
35780,180,11/26/2005,4,401
21221,580,12/11/2006,7,21
36183,949,9/27/2006,9,96
30092,1288,8/28/2006,14,126
34997,612,5/9/2006,7,237
8593,1375,5/31/2006,13,215
12964,1363,8/19/2006,14,135
285,1500,9/22/2006,15,101
17127,529,8/7/2006,7,147
4671,676,5/12/2006,10,234
30833,832,7/11/2006,10,174
37580,461,5/13/2006,5,233
13787,1166,12/15/2006,11,17
26313,891,12/4/2006,9,28
24681,707,9/12/2006,7,111
7794,1033,8/3/2006,13,151
35469,1339,10/18/2006,13,75
2719,1321,9/26/2006,13,97
33791,1299,5/1/2006,12,245
22100,1449,9/30/2006,13,93
9723,771,10/24/2006,8,69
14981,1266,11/2/2006,14,60
24048,902,12/12/2006,10,20
2046,1327,11/29/2006,12,33
24168,1349,5/28/2006,17,218
25123,645,2/14/2006,4,321
39128,1070,8/30/2006,12,124
37171,786,10/24/2006,10,69
937,664,8/5/2006,10,149
31719,614,11/10/2005,6,417
39345,576,4/23/2006,5,253
17271,1254,7/31/2006,12,154
22305,683,3/27/2006,7,280
3563,334,8/23/2006,3,131
4489,1144,9/26/2006,11,97
845,820,10/3/2006,8,90
28476,1003,5/7/2006,11,239
32284,1282,2/25/2006,10,310
24117,936,8/15/2006,11,139
17761,1140,8/10/2005,11,509
20124,503,7/28/2005,7,522
33847,842,12/27/2005,10,370
36344,883,10/24/2006,10,69
2289,588,7/1/2006,8,184
33149,1266,7/19/2006,13,166
16274,1158,7/5/2006,13,180
14594,1263,11/4/2006,10,58
20389,956,4/12/2006,7,264
15373,1231,7/31/2006,12,154
4245,838,6/24/2006,10,191
38506,1285,8/21/2006,11,133
35224,292,9/1/2006,5,122
31043,980,11/6/2006,9,56
38634,478,1/7/2006,4,359
5688,91,8/19/2005,2,500
10162,886,8/30/2005,9,489
19029,618,7/21/2006,7,164
10988,536,7/26/2006,6,159
18439,1002,11/10/2006,13,52
18295,499,9/20/2006,5,103
20132,1031,8/9/2006,13,145
18241,632,6/16/2006,9,199
21168,706,12/21/2005,8,376
19973,405,10/27/2006,6,66
3048,1041,11/24/2006,11,38
5349,776,4/21/2006,9,255
35000,1101,7/7/2006,12,178
25712,1573,7/22/2006,20,163
30233,1505,7/22/2006,15,163
4969,559,4/22/2006,5,254
1457,1682,12/8/2006,15,24
6017,1548,7/16/2006,15,169
18962,753,7/9/2006,8,176
3766,1168,10/3/2006,13,90
882,216,4/12/2006,4,264
33866,548,6/22/2006,8,193
11047,560,10/29/2006,6,64
5489,781,10/20/2006,12,73
20734,925,2/13/2006,10,322
28503,1054,4/7/2006,12,269
24225,1441,7/6/2006,13,179
7023,861,5/5/2006,8,241
25865,442,7/9/2006,6,176
22321,1117,10/26/2005,12,432
30947,837,10/23/2006,8,70
8386,1019,9/19/2006,13,104
4953,851,9/27/2006,10,96
35798,1444,12/26/2006,18,6
3317,1067,10/22/2006,10,71
3735,1401,9/27/2006,17,96
27887,554,1/20/2006,6,346
32,1046,7/10/2006,12,175
7275,1170,7/21/2006,10,164
26125,1635,7/15/2006,14,170
27086,938,10/9/2006,12,84
23527,948,5/15/2006,10,231
32272,569,8/16/2005,5,503
37648,1270,8/15/2006,15,139
36906,1361,12/2/2006,15,30
38545,1117,9/29/2006,10,94
6307,1627,3/31/2006,12,276
11550,829,7/14/2006,12,171
9378,1028,9/4/2006,17,119
28293,992,12/18/2006,11,14
7637,1423,11/7/2006,18,55
1526,858,7/25/2006,9,160
31068,1143,8/25/2006,12,129
7512,876,9/3/2006,8,120
34860,582,6/9/2006,8,206
21938,1058,7/3/2006,8,182
8946,608,7/25/2005,7,525
17924,344,7/13/2006,5,172
33395,678,4/29/2006,9,247
15044,1029,9/5/2006,11,118
21008,418,6/5/2006,6,210
5892,1069,10/27/2006,9,66
25893,243,8/31/2005,3,488
37159,958,10/18/2005,9,440
12993,1281,4/11/2006,13,265
37147,486,11/12/2005,5,415
18072,941,10/27/2006,10,66
5013,974,11/25/2006,11,37
9193,814,11/23/2006,10,39
36900,1368,7/21/2006,10,164
10259,1369,11/1/2006,13,61
4961,927,8/15/2006,11,139
28162,1647,6/19/2006,13,196
30558,822,9/5/2006,9,118
7245,2085,6/20/2006,19,195
27308,1241,9/29/2006,16,94
33230,1038,6/20/2006,11,195
22629,654,12/20/2005,7,377
18558,978,12/27/2005,9,370
7780,1589,7/29/2006,13,156
27454,1776,7/11/2006,15,174
8694,1262,9/20/2006,11,103
23715,585,8/20/2006,5,134
6172,1239,7/30/2006,10,155
33379,823,8/30/2006,9,124
34457,1239,6/29/2006,12,186
2,1230,9/21/2005,11,467
19645,461,9/19/2006,7,104
12068,1196,6/21/2006,10,194
4215,1053,10/3/2005,11,455
3414,1766,7/21/2006,18,164
14838,803,5/27/2006,8,219
10282,226,10/28/2005,3,430
27,581,5/21/2006,7,225
13882,381,4/8/2006,4,268
4573,857,8/30/2006,9,124
12345,615,10/28/2006,9,65
4997,950,3/13/2006,11,294
26865,590,12/5/2006,10,27
12786,703,10/18/2005,7,440
6379,2356,7/13/2006,22,172
39760,1379,12/16/2006,12,16
12328,957,8/14/2006,11,140
7118,884,10/1/2006,8,92
27114,1272,6/20/2006,12,195
32791,548,4/11/2006,7,265
23972,722,11/28/2006,7,34
15343,1401,6/4/2006,12,211
10629,823,8/5/2006,8,149
10945,901,10/18/2006,13,75
23593,1420,6/12/2006,13,203
34209,1024,5/8/2006,13,238
32795,849,8/31/2006,8,123
4510,502,8/3/2006,4,151
14796,596,9/20/2005,6,468
33107,602,7/16/2006,7,169
29457,755,8/1/2006,9,153
5104,1391,4/14/2006,12,262
15803,1022,8/1/2006,11,153
13604,925,7/2/2006,9,183
2777,1380,10/26/2006,14,67
36173,804,12/15/2006,9,17
5901,991,8/7/2006,12,147
34795,1072,9/10/2006,11,113
20594,1221,9/30/2006,13,93
37053,1062,7/20/2005,12,530
12757,2209,7/20/2006,20,165
16219,767,8/3/2006,8,151
38389,786,4/8/2006,9,268
22249,1336,9/21/2006,16,102
27376,840,9/2/2006,10,121
14066,943,8/24/2006,8,130
29824,766,9/23/2006,9,100
4263,647,8/1/2006,6,153
30523,913,9/7/2006,9,116
30173,897,11/6/2006,9,56
4836,626,9/18/2005,8,470
9666,801,7/17/2006,10,168
1186,1493,11/21/2006,14,41
974,1269,9/29/2006,14,94
18777,1099,1/18/2006,10,348
36397,1879,9/4/2006,19,119
17673,1009,9/28/2006,10,95
17062,644,10/20/2006,8,73
20351,685,5/12/2006,6,234
1651,895,5/17/2006,10,229
36611,753,4/16/2006,12,260
31242,912,5/15/2006,9,231
21264,636,2/3/2006,11,332
1418,936,10/5/2006,7,88
16878,1458,6/8/2006,14,207
37220,904,8/15/2006,9,139
24185,1048,6/20/2006,8,195
24994,631,11/15/2006,8,47
27795,1091,10/21/2006,13,72
31580,2271,6/10/2006,18,205
17530,401,11/19/2005,7,408
22845,1044,11/22/2006,9,40
22120,592,11/22/2006,9,40
6218,1266,8/22/2006,14,132
11556,1360,12/13/2006,13,19
21827,786,4/22/2006,9,254
1003,1474,3/27/2006,13,280
14931,1269,5/23/2006,11,223
7408,802,9/15/2006,7,108
6942,674,5/30/2006,7,216
642,1346,11/15/2006,16,47
15293,1119,7/14/2006,10,171
22097,1314,11/6/2006,12,56
1234,400,8/16/2006,6,138
2600,362,6/9/2005,4,571
125,1823,12/22/2005,20,375
8728,486,5/26/2006,7,220
9610,1209,10/7/2006,10,86
4537,1193,8/12/2006,14,142
7017,415,9/18/2005,5,470
9745,908,11/28/2006,9,34
5520,834,8/7/2006,8,147
24925,983,8/13/2006,13,141
3314,1132,8/23/2006,13,131
11850,1060,8/17/2006,11,137
23646,1125,12/26/2006,11,6
21145,901,10/14/2006,11,79
19891,459,9/2/2006,5,121
8645,585,8/5/2005,7,514
180,659,7/12/2006,9,173
31046,1097,11/10/2005,12,417
22809,561,8/21/2006,11,133
24962,1606,11/28/2006,16,34
35968,583,7/3/2006,8,182
16997,1752,9/29/2006,14,94
28880,1131,11/3/2006,8,59
10305,445,6/25/2006,6,190
28438,953,9/27/2006,9,96
20879,418,3/17/2006,7,290
37927,549,5/10/2006,5,236
30649,1487,9/20/2006,13,103
28953,902,1/20/2006,11,346
30747,1298,5/12/2006,11,234
49,1191,8/4/2006,10,150
39056,1094,7/27/2006,10,158
5120,902,12/9/2006,10,23
15600,686,11/6/2006,7,56
39377,1365,10/1/2006,12,92
19174,939,9/17/2006,11,106
8703,509,9/10/2006,6,113
12415,352,11/13/2006,5,49
32253,813,7/18/2006,9,167
36571,416,12/4/2005,5,393
35791,875,7/30/2006,8,155
6105,388,3/4/2006,7,303
21302,1000,3/13/2006,11,294
7353,660,2/28/2006,10,307
19128,611,7/28/2006,7,157
7894,822,7/12/2006,7,173
14386,861,5/10/2006,9,236
21251,1028,7/10/2006,10,175
26497,852,12/19/2006,9,13
20041,1226,9/19/2006,13,104
38800,846,8/5/2006,11,149
6298,509,6/9/2006,7,206
18139,415,4/7/2006,4,269
20941,577,6/6/2006,6,209
624,879,10/6/2006,11,87
26995,394,7/19/2006,5,166
23865,508,7/22/2006,8,163
22778,1048,10/19/2006,11,74
28242,1177,5/10/2006,9,236
21641,1197,10/28/2006,11,65
5830,726,8/4/2006,9,150
25419,686,6/7/2006,8,208
8320,881,7/13/2006,10,172
36688,542,2/23/2006,7,312
11527,1049,8/13/2006,9,141
16010,373,7/31/2005,5,519
2486,697,6/18/2006,8,197
14057,952,7/13/2006,10,172
37217,966,11/14/2006,11,48
23030,1199,8/7/2006,12,147
11800,1261,8/23/2006,12,131
11826,1008,10/11/2006,8,82
7996,1106,6/25/2006,14,190
15525,947,11/25/2005,10,402
37391,982,6/15/2006,13,200
30552,1280,11/10/2006,13,52
25179,1045,6/8/2006,12,207
39219,2447,11/6/2006,18,56
13673,1061,9/18/2006,13,105
38797,498,6/27/2006,6,188
15197,1172,11/16/2006,11,46
16296,1139,5/17/2006,9,229
22156,1110,9/25/2005,10,463
28804,880,6/7/2006,9,208
20678,625,12/30/2005,11,367
32294,519,4/22/2005,4,619
25480,626,7/2/2006,8,183
29039,665,9/10/2006,5,113
5207,745,9/2/2006,9,121
13160,267,1/21/2006,5,345
16689,931,9/24/2005,8,464
37527,543,5/16/2006,6,230
4145,1279,9/28/2006,14,95
22679,1404,10/6/2006,12,87
33770,618,4/26/2006,7,250
15852,1297,8/25/2006,12,129
34740,466,9/9/2005,4,479
14742,631,8/22/2006,7,132
8162,432,12/4/2005,10,393
33874,842,4/5/2006,8,271
34613,409,3/28/2006,5,279
18250,1292,2/6/2006,12,329
23571,1230,12/30/2006,9,2
39832,1104,3/3/2006,10,304
3976,326,10/18/2005,6,440
21819,800,3/15/2006,6,292
38360,502,5/4/2006,6,242
32098,789,5/9/2006,11,237
39617,1020,6/27/2006,11,188
10560,1532,10/5/2006,12,88
17873,340,12/13/2006,4,19
10230,822,4/29/2006,7,247
32646,957,7/24/2006,12,161
32008,773,7/29/2006,9,156
20978,655,10/15/2006,7,78
28259,1390,5/27/2006,12,219
23218,1059,8/28/2006,9,126
7808,434,4/13/2006,4,263
24455,1102,8/1/2006,11,153
15416,928,10/5/2006,8,88
39984,1378,10/2/2006,17,91
6337,1226,9/13/2006,14,110
15764,1182,12/6/2006,10,26
19038,1139,7/4/2006,9,181
38375,594,2/25/2006,5,310
2140,917,7/4/2006,10,181
70,1181,7/29/2006,8,156
7252,603,10/15/2006,7,78
10744,708,8/22/2005,7,497
37254,887,6/26/2006,11,189
16606,360,2/26/2006,6,309
31015,1262,10/11/2005,11,447
6556,662,10/8/2006,8,85
38343,962,10/1/2006,13,92
12509,1241,8/1/2006,10,153
28917,706,5/16/2006,8,230
13955,738,3/18/2006,10,289
12968,237,12/16/2006,4,16
38090,773,11/22/2006,9,40
15716,840,9/28/2006,9,95
6729,1189,12/13/2006,9,19
17718,1070,10/21/2006,9,72
11854,1464,11/2/2006,14,60
37438,211,4/22/2006,4,254
19273,842,6/4/2006,9,211
33606,1347,4/1/2006,15,275
18829,797,8/23/2006,9,131
20638,787,11/12/2006,8,50
31982,581,8/30/2005,6,489
15402,793,7/25/2006,9,160
12054,376,5/28/2006,7,218
2332,1394,9/8/2006,13,115
26333,901,8/6/2006,11,148
2005,758,11/13/2006,11,49
2806,1340,12/12/2006,14,20
13463,363,9/5/2005,6,483
37227,786,6/20/2006,12,195
12221,401,6/20/2005,7,560
12014,432,7/12/2005,4,538
26419,772,12/2/2006,11,30
4723,939,11/25/2006,11,37
24175,778,12/12/2005,8,385
13644,941,10/19/2006,11,74
22837,1130,12/2/2006,10,30
19070,552,8/26/2006,6,128
3534,1139,12/28/2005,9,369
15993,1392,11/6/2006,11,56
26231,1134,5/1/2006,10,245
14749,747,11/11/2006,8,51
29710,888,1/11/2006,7,355
34622,897,5/1/2006,13,245
6432,725,12/2/2006,8,30
28991,309,9/19/2006,4,104
1437,497,10/2/2005,5,456
24550,886,8/26/2006,8,128
11231,810,4/18/2006,9,258
10603,900,11/15/2006,10,47
32811,1628,7/17/2006,15,168
29911,762,8/26/2006,10,128
26210,1280,11/20/2006,13,42
6599,974,11/2/2006,8,60
34011,993,7/2/2006,12,183
32418,1515,10/26/2006,14,67
6862,1561,3/26/2006,14,281
32308,1492,12/1/2006,17,31
20820,418,10/4/2006,6,89
15952,1437,4/7/2006,16,269
7341,1063,10/22/2006,10,71
19257,777,7/31/2006,10,154
28757,1124,8/24/2006,11,130
3008,1062,10/4/2005,8,454
28374,649,6/3/2006,7,212
22274,482,12/7/2005,3,390
39943,991,5/26/2006,9,220
38739,993,9/1/2006,12,122
10690,695,9/3/2006,6,120
31055,1643,11/8/2006,15,54
12896,1006,6/19/2006,9,196
31107,1364,9/1/2006,12,122
14454,1282,2/11/2006,14,324
26066,314,9/1/2006,5,122
36434,786,9/19/2006,9,104
13637,890,11/24/2005,9,403
25715,978,9/13/2006,10,110
25608,807,5/21/2006,8,225
36273,1864,12/4/2006,18,28
31986,904,7/2/2006,10,183
34379,893,9/4/2006,10,119
27383,593,12/15/2006,7,17
37513,906,12/11/2006,10,21
5906,565,10/6/2006,6,87
253,895,6/4/2006,9,211
15472,797,12/25/2006,10,7
9011,1366,8/31/2006,13,123
2205,1033,5/13/2006,12,233
4385,1440,6/18/2006,13,197
32645,1217,11/21/2006,11,41
19972,493,10/17/2006,6,76
4062,836,10/11/2006,10,82
31630,654,12/24/2005,9,373
36603,834,12/14/2006,9,18
7542,868,8/22/2006,12,132
31811,1118,6/7/2006,10,208
31056,831,5/10/2006,11,236
2670,868,7/29/2006,10,156
20837,1411,8/12/2006,14,142
20737,1074,8/19/2006,11,135
36033,1072,10/31/2006,10,62
27543,911,9/26/2005,9,462
21313,1364,9/11/2005,13,477
16323,1007,5/24/2006,10,222
17093,584,7/15/2006,6,170
3211,603,11/3/2006,7,59
38999,963,9/15/2006,8,108
12148,978,4/9/2006,12,267
1879,641,6/6/2006,7,209
12532,972,8/14/2006,7,140
18147,595,9/26/2006,7,97
39468,1068,9/30/2006,11,93
26405,873,3/22/2006,8,285
4235,1431,11/13/2006,12,49
23152,1043,10/6/2005,9,452
31538,970,11/21/2006,10,41
35358,942,8/2/2006,14,152
20281,975,7/25/2006,10,160
25408,810,2/19/2006,8,316
31883,1285,11/5/2006,11,57
27148,1344,5/5/2005,10,606
194,1639,9/23/2006,14,100
23038,729,8/30/2006,10,124
34360,368,6/14/2006,6,201
38340,682,12/28/2006,8,4
25754,711,8/22/2006,9,132
31260,1149,8/6/2006,10,148
13300,886,8/6/2006,12,148
15350,780,7/6/2006,9,179
21815,661,12/22/2006,7,10
20735,916,5/27/2006,10,219
692,1124,6/23/2006,13,192
38729,1132,10/6/2006,13,87
15601,1172,8/28/2006,12,126
36676,576,4/17/2006,5,259
33540,964,10/19/2006,10,74
29773,1252,8/17/2006,12,137
39784,982,12/4/2006,9,28
30518,679,11/30/2006,6,32
18164,464,10/3/2005,7,455
26407,1345,5/5/2006,14,241
2428,693,2/25/2006,9,310
14001,1583,11/18/2005,12,409
39291,912,5/30/2006,8,216
24722,1010,8/18/2006,10,136
31210,833,11/17/2005,9,410
16592,1306,11/24/2006,14,38
23182,756,10/27/2006,6,66
13728,593,12/3/2006,6,29
32202,33,4/3/2006,1,273
27653,1065,4/26/2006,11,250
29442,921,8/18/2006,9,136
4065,1433,10/23/2005,14,435
16090,974,10/12/2006,11,81
10432,1106,6/11/2006,11,204
7962,894,10/18/2006,7,75
7879,1046,5/14/2006,9,232
1854,377,10/7/2005,4,451
3488,672,5/3/2006,9,243
19931,743,2/4/2006,7,331
2466,1521,10/25/2006,13,68
13793,1384,11/11/2006,13,51
29460,1309,2/25/2006,13,310
26583,925,6/13/2006,7,202
19899,1160,2/24/2006,11,311
39494,886,2/28/2006,8,307
7375,1288,11/9/2006,15,53
14582,799,7/6/2006,8,179
22374,748,12/24/2006,9,8
29330,891,10/25/2005,10,433
28824,954,6/30/2006,11,185
6007,691,10/21/2006,7,72
10585,511,10/22/2005,8,436
32793,475,8/11/2005,4,508
38836,344,8/7/2006,4,147
18426,623,5/17/2006,8,229
28797,547,12/17/2005,6,380
36190,805,8/15/2005,8,504
8722,995,3/11/2006,10,296
1425,1126,10/29/2006,12,64
11879,1575,9/9/2006,17,114
11875,1654,10/4/2006,16,89
25869,1150,10/22/2006,14,71
33413,772,11/8/2005,10,419
27261,941,10/20/2005,11,438
2143,998,7/3/2006,14,182
29378,549,10/3/2005,7,455
7332,1087,6/4/2006,13,211
11466,1034,8/23/2006,10,131
7124,1459,10/30/2006,12,63
8454,865,12/14/2006,8,18
7539,998,11/8/2006,10,54
26589,773,8/17/2006,9,137
7333,524,10/14/2006,5,79
32234,1480,7/11/2006,14,174
348,421,7/19/2006,5,166
24811,1859,10/28/2006,16,65
33204,771,9/4/2006,5,119
933,1304,9/10/2006,13,113
11309,1002,9/4/2006,11,119
32082,992,7/1/2006,11,184
11737,1352,7/5/2006,15,180
16383,948,8/22/2006,12,132
30753,1175,10/19/2006,11,74
11016,1361,2/17/2006,13,318
24761,1084,6/15/2006,13,200
9298,1877,10/20/2006,16,73
13370,1109,11/13/2006,13,49
13278,1584,10/21/2006,14,72
1816,1268,11/5/2006,15,57
37167,1671,7/25/2006,15,160
27264,455,12/22/2006,7,10
37485,560,11/3/2006,6,59
38593,768,8/5/2006,7,149
21669,646,7/7/2005,6,543
29969,1111,6/14/2006,12,201
10251,993,1/21/2006,10,345
17445,1082,11/22/2006,11,40
16184,864,7/3/2006,11,182
16105,440,7/24/2005,7,526
17201,352,8/14/2006,5,140
15684,887,7/29/2006,7,156
14853,667,8/31/2006,5,123
31875,842,7/16/2006,10,169
30709,777,12/11/2006,7,21
4341,2100,11/20/2006,20,42
32626,851,6/16/2006,9,199
38570,801,10/28/2006,9,65
2322,580,7/3/2006,6,182
1931,660,11/24/2006,9,38
12843,1939,9/26/2006,15,97
7273,1312,7/27/2006,11,158
39544,1159,6/24/2006,14,191
3075,1403,9/30/2006,14,93
23269,1102,7/22/2006,12,163
15713,658,3/21/2006,9,286
13968,1294,7/10/2006,15,175
31904,823,9/30/2006,10,93
9088,1256,8/30/2005,10,489
32155,729,1/21/2006,6,345
24126,508,9/6/2006,8,117
16989,566,10/14/2005,7,444
13019,761,10/10/2006,12,83
11641,1062,1/7/2006,9,359
33017,941,8/10/2006,11,144
33210,833,9/7/2006,7,116
30359,663,11/5/2005,7,422
36041,1094,9/2/2006,12,121
35307,949,10/2/2006,12,91
24649,446,4/21/2006,6,255
39980,1494,11/26/2006,14,36
7736,1144,10/2/2006,12,91
15177,1025,12/16/2006,11,16
25192,601,7/14/2006,6,171
10512,940,8/8/2006,8,146
36848,407,4/14/2006,7,262
2847,1401,7/2/2006,14,183
2133,1499,8/13/2006,18,141
10229,758,10/11/2005,9,447
35886,536,10/7/2005,5,451
3095,930,11/27/2006,12,35
21844,1143,12/23/2005,11,374
8727,928,9/2/2006,10,121
37131,537,10/16/2006,7,77
32259,587,3/8/2006,6,299
31584,1010,8/5/2006,9,149
17233,1264,10/20/2006,12,73
25545,1065,8/19/2006,9,135
25306,771,11/5/2006,10,57
5557,497,12/22/2006,5,10
29631,915,10/22/2006,8,71
36499,770,1/21/2006,8,345
10119,746,10/5/2006,11,88
6823,1057,10/8/2006,13,85
14475,1005,4/22/2006,12,254
20293,458,11/5/2006,4,57
6981,1336,9/17/2006,10,106
19703,462,11/26/2006,4,36
1612,1177,10/10/2006,10,83
32170,133,2/25/2006,2,310
31941,546,2/1/2006,6,334
19636,1097,10/6/2006,14,87
8469,961,5/13/2006,10,233
37408,939,12/19/2006,9,13
1589,854,12/20/2006,10,12
24511,1293,8/12/2006,14,142
18104,1608,9/25/2006,14,98
28044,825,5/18/2006,9,228
27218,1424,7/18/2006,14,167
19755,834,7/5/2006,10,180
14941,657,8/14/2006,5,140
28040,589,12/17/2005,8,380
5692,1384,5/18/2006,10,228
39250,1063,12/9/2006,11,23
39404,923,8/22/2006,12,132
7402,1420,11/16/2006,11,46
14264,1851,11/5/2006,18,57
14880,994,9/7/2006,11,116
23778,871,10/15/2006,10,78
14081,1278,8/19/2006,11,135
14505,1351,11/7/2006,11,55
26817,654,7/29/2006,8,156
22914,381,2/17/2006,5,318
8153,1368,7/4/2006,14,181
37079,1517,8/7/2006,12,147
24426,739,6/29/2005,8,551
5618,910,6/7/2006,10,208
5130,1500,8/1/2006,14,153
29181,459,3/11/2006,7,296
7172,578,11/25/2006,9,37
31161,1245,10/3/2006,14,90
20235,770,10/17/2006,9,76
36939,1178,10/24/2006,8,69
14105,1274,9/16/2006,14,107
1164,1665,10/1/2006,15,92
24497,1632,10/4/2006,17,89
18838,1156,12/27/2006,12,5
28524,1028,8/23/2006,9,131
16246,1106,8/22/2006,13,132
10170,1066,7/21/2006,8,164
372,1109,6/2/2006,11,213
26140,601,7/25/2006,8,160
36654,718,10/10/2005,8,448
22550,1309,10/11/2006,11,82
28405,1064,5/22/2006,13,224
36019,312,10/17/2006,4,76
15403,866,11/5/2005,6,422
15317,1232,8/4/2006,10,150
14576,1546,11/22/2006,14,40
963,662,9/3/2006,9,120
9023,948,10/1/2006,10,92
33597,718,3/16/2006,8,291
5987,698,7/4/2006,7,181
5613,529,10/10/2006,6,83
8287,798,7/18/2006,9,167
31870,938,9/30/2006,11,93
39970,1311,9/25/2006,10,98
27374,991,6/11/2006,9,204
13410,999,9/22/2006,9,101
39471,825,11/2/2006,10,60
114,1503,10/13/2006,13,80
39423,1543,6/17/2006,12,198
20269,1295,9/4/2006,15,119
2835,706,9/14/2006,10,109
9082,727,11/18/2006,7,44
21395,1255,10/27/2006,16,66
6648,1400,12/8/2006,18,24
33071,538,6/12/2005,7,568
23885,648,10/7/2006,7,86
16461,483,10/20/2006,5,73
17359,1168,9/6/2006,13,117
15009,843,9/26/2006,11,97
29410,795,12/12/2006,11,20
19081,1062,6/27/2006,12,188
9320,1319,12/29/2006,13,3
31200,171,9/26/2005,3,462
25839,1012,3/21/2006,9,286
18302,1279,11/7/2006,13,55
6994,772,7/19/2006,9,166
14624,951,9/23/2006,11,100
8185,1137,12/12/2006,11,20
38701,970,10/14/2006,9,79
8984,1366,8/24/2006,16,130
31900,1321,8/26/2006,15,128
26118,1410,11/14/2006,12,48
25569,1211,8/6/2006,10,148
25746,821,9/1/2006,9,122
32296,1354,10/26/2006,12,67
30481,942,3/26/2006,10,281
25013,595,9/19/2006,6,104
19767,550,8/1/2006,5,153
9538,544,7/18/2006,7,167
8291,1190,9/25/2006,13,98
7956,1416,11/3/2006,13,59
7283,572,6/27/2006,7,188
15620,907,11/5/2005,9,422
31527,1007,3/26/2006,9,281
37370,1206,9/18/2005,11,470
37600,896,8/20/2006,9,134
3612,1469,12/15/2006,14,17
33043,520,10/2/2006,6,91
32763,645,12/19/2006,8,13
32895,612,11/23/2006,8,39
10722,541,9/21/2006,7,102
1048,809,9/23/2006,10,100
23600,876,12/6/2005,7,391
38707,1680,9/28/2006,14,95
9084,1144,5/22/2006,12,224
17118,1068,11/18/2006,10,44
11603,1478,7/4/2006,13,181
34804,614,9/9/2006,8,114
5941,951,3/25/2006,10,282
17096,795,6/10/2006,8,205
6052,684,11/15/2006,8,47
29954,1370,5/27/2006,13,219
1377,1051,8/31/2006,10,123
6125,1400,5/25/2006,13,221
11265,835,9/22/2005,9,466
